AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE,SortElement,ElementNameDE,IfcEntityIfc4.0Name,ElementDescriptionDE,ContainedInDE,Attributes,ModelNameDE,ModelDescriptionDE,FileNameDE,SortModels,SorrWorkflow,WorkflowNameDE,WorkflowSubheaderEN,WorkflowSubheaderDE,WorkflowDescriptionDE,Status,Selected
AbsorbsEarthquakeImpacts_Tragende Bauteile / Elemente (Allgemein),AbsorbsEarthquakeImpacts,1704,Gibt an ob ein Bauteil für die Erdbebenaussteifung herangezogen wird.,Pset*Common,"TRUE, FALSE",,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Tragende Bauteile / Elemente (Allgemein),Bauingenieur Tragwerk inkl. Sperrzonen,Visualisieren des Tragwerkes,Grundleistung,Planer (CDE oder Modell),37.0,Tragende Bauteile / Elemente (Allgemein),,"Alle tragenden Bauteile sind Analog zu einer Schalplanung zu modellieren.  Es wird geschossweise modelliert! Alle Elemente welche für die Arbeit des Baumeisters notwendig sind, sind im Bauingineurmodell enthalten.  Insbesondere bedeutet dies, dass auch die folgenden Elemente enthalten sein müssen:
- Durchbrüche und Aussparungen.
- Nichttragendes Mauerwerk
- Sperrzonen","Geschoss / Stockwerk, eBKP-H Klassifizierung","Status_Tragende Bauteile / Elemente (Allgemein),LoadBearing_Tragende Bauteile / Elemente (Allgemein),AbsorbsEarthquakeImpacts_Tragende Bauteile / Elemente (Allgemein),PredefinedType_Tragende Bauteile / Elemente (Allgemein)",Bauingenieur Tragwerk inkl. Sperrzonen,,M BAUIN-TW,8.0,20.0,,,,,,1.0
ModelReference_Bauteil Typ Tragwerk,ModelReference,1014, Modell / Typen Nummer z.B. Multisensormelder (Optisch/Thermo),Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,Bauingenieur Tragwerk inkl. Sperrzonen,Identifizieren von verbauten Produkten,Grundleistung,Planer (CDE oder Modell),36.0,Bauteil Typ Tragwerk,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_Bauteil Typ Tragwerk,Manufacturer_Bauteil Typ Tragwerk,SerialNumber_Bauteil Typ Tragwerk,ModelLabel_Bauteil Typ Tragwerk,ModelReference_Bauteil Typ Tragwerk",Bauingenieur Tragwerk inkl. Sperrzonen,,M BAUIN-TW,8.0,18.0,,,,,,1.0
SerialNumber_Bauteil Typ Tragwerk,SerialNumber,1025,"Hersteller Seriennummer zu allen Elemente TGA sowie bewegliche Bauteile wie Fenster, Türen, Tore, bsp: ""F500-XXX""",Pset_ManufacturerOccurrence,,,IfcIdentifier,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,Bauingenieur Tragwerk inkl. Sperrzonen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),36.0,Bauteil Typ Tragwerk,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_Bauteil Typ Tragwerk,Manufacturer_Bauteil Typ Tragwerk,SerialNumber_Bauteil Typ Tragwerk,ModelLabel_Bauteil Typ Tragwerk,ModelReference_Bauteil Typ Tragwerk",Bauingenieur Tragwerk inkl. Sperrzonen,,M BAUIN-TW,8.0,1.0,,,,,,1.0
PredefinedType_Tragende Bauteile / Elemente (Allgemein),PredefinedType,1706,"Um die Lesbar- und Weiteverwendbarkeit in anderen Softwaretools zu erhöhen, sollte wo immer möglich das Attribut PredefinedType nach IFC Standard gepflegt werden.",Pset*Common,,,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tragende Bauteile / Elemente (Allgemein),Bauingenieur Tragwerk inkl. Sperrzonen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),37.0,Tragende Bauteile / Elemente (Allgemein),,"Alle tragenden Bauteile sind Analog zu einer Schalplanung zu modellieren.  Es wird geschossweise modelliert! Alle Elemente welche für die Arbeit des Baumeisters notwendig sind, sind im Bauingineurmodell enthalten.  Insbesondere bedeutet dies, dass auch die folgenden Elemente enthalten sein müssen:
- Durchbrüche und Aussparungen.
- Nichttragendes Mauerwerk
- Sperrzonen","Geschoss / Stockwerk, eBKP-H Klassifizierung","Status_Tragende Bauteile / Elemente (Allgemein),LoadBearing_Tragende Bauteile / Elemente (Allgemein),AbsorbsEarthquakeImpacts_Tragende Bauteile / Elemente (Allgemein),PredefinedType_Tragende Bauteile / Elemente (Allgemein)",Bauingenieur Tragwerk inkl. Sperrzonen,,M BAUIN-TW,8.0,1.0,,,,,,1.0
ModelLabel_Bauteil Typ Tragwerk,ModelLabel,1006,"Artikelnummer: ""T-01254-0255""",Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,Bauingenieur Tragwerk inkl. Sperrzonen,Identifizieren von verbauten Produkten,Grundleistung,Planer (CDE oder Modell),36.0,Bauteil Typ Tragwerk,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_Bauteil Typ Tragwerk,Manufacturer_Bauteil Typ Tragwerk,SerialNumber_Bauteil Typ Tragwerk,ModelLabel_Bauteil Typ Tragwerk,ModelReference_Bauteil Typ Tragwerk",Bauingenieur Tragwerk inkl. Sperrzonen,,M BAUIN-TW,8.0,18.0,,,,,,1.0
LoadBearing_Tragende Bauteile / Elemente (Allgemein),LoadBearing,1704,Gibt an ob es sich um ein tragendes oder nichttragendes Bauteil handelt.,Pset*Common,"TRUE, FALSE",,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Tragende Bauteile / Elemente (Allgemein),Bauingenieur Tragwerk inkl. Sperrzonen,Visualisieren des Tragwerkes,Grundleistung,Planer (CDE oder Modell),37.0,Tragende Bauteile / Elemente (Allgemein),,"Alle tragenden Bauteile sind Analog zu einer Schalplanung zu modellieren.  Es wird geschossweise modelliert! Alle Elemente welche für die Arbeit des Baumeisters notwendig sind, sind im Bauingineurmodell enthalten.  Insbesondere bedeutet dies, dass auch die folgenden Elemente enthalten sein müssen:
- Durchbrüche und Aussparungen.
- Nichttragendes Mauerwerk
- Sperrzonen","Geschoss / Stockwerk, eBKP-H Klassifizierung","Status_Tragende Bauteile / Elemente (Allgemein),LoadBearing_Tragende Bauteile / Elemente (Allgemein),AbsorbsEarthquakeImpacts_Tragende Bauteile / Elemente (Allgemein),PredefinedType_Tragende Bauteile / Elemente (Allgemein)",Bauingenieur Tragwerk inkl. Sperrzonen,,M BAUIN-TW,8.0,20.0,,,,,,1.0
Name_Sperrzone,Name,1,Die Sperrzonen müssen eindeutig Identifizierbar / benannt sein.,,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Sperrzone,Bauingenieur Tragwerk inkl. Sperrzonen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),38.0,Sperrzone,IfcBuildingElementProxy,Horizontale und vertikale Sperrzonen sind zu modellieren.,Geschoss / Stockwerk,Name_Sperrzone,Bauingenieur Tragwerk inkl. Sperrzonen,,M BAUIN-TW,8.0,1.0,,,,,,1.0
PointOfContact_Bauteil Typ Tragwerk,PointOfContact,1501,"Gültige E-Mail Adresse Lieferant: ""info@lieferant.com""",Pset_Warranty,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,Bauingenieur Tragwerk inkl. Sperrzonen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),36.0,Bauteil Typ Tragwerk,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_Bauteil Typ Tragwerk,Manufacturer_Bauteil Typ Tragwerk,SerialNumber_Bauteil Typ Tragwerk,ModelLabel_Bauteil Typ Tragwerk,ModelReference_Bauteil Typ Tragwerk",Bauingenieur Tragwerk inkl. Sperrzonen,,M BAUIN-TW,8.0,1.0,,,,,,1.0
Status_Aushub- & Aufschüttungsvolumen,Status,1713,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset_BuildingElementProxyCommon,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Aushub- & Aufschüttungsvolumen,Bauingenieur Baugrube,"und Neubauarbeiten für die Qualitätssicherung""",Grundleistung,Planer (CDE oder Modell),39.0,Aushub- & Aufschüttungsvolumen,IfcBuildingElementProxyType,Das Volumen von Aushub und Aufschüttung ist als separates Element zu modellieren.,Geschoss / Stockwerk,Status_Aushub- & Aufschüttungsvolumen,Bauingenieur Baugrube,,M BAUIN-BG,10.0,,,,,,,
PredefinedType_Aussparungen / Durchbrüche,PredefinedType,4,"Aussparungen werden folgendermassen gekennzeichnet:

- PROVISIONFORVOID ... Platzhalter für Aussparung",,PROVISIONFORVOID,,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Aussparungen / Durchbrüche,HLKSE Aussparungen,,Grundleistung,Planer (CDE oder Modell),40.0,Aussparungen / Durchbrüche,IfcBuildingElementProxyType,Es sind alle Aussparungen für die Baumeisterarbeiten zu übernehmen.,Geschoss / Stockwerk,PredefinedType_Aussparungen / Durchbrüche,HLKSE Aussparungen,,M HLKSE-AU,14.0,,,,,,,
DescriptionLong_HLKSE System Allgemein,DescriptionLong,4,"Freitext, Langtext maximal 40 Zeichen z.B. Brandmeldeanlage des Hauptlagers",Cust_System,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",HLKSE System Allgemein,HLKSE Elektroplanung,,Grundleistung,Planer (CDE oder Modell),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,,,,,,,
Type_HLKSE System Allgemein,Type,5,"Anlageart gemäss CRB Regelsatz,[Elementbezeichnung]
DFK = A  z.B. Brandmeldeanlage",Cust_System,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",HLKSE System Allgemein,HLKSE Elektroplanung,,Grundleistung,Planer (CDE oder Modell),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,,,,,,,
MaintenanceObligation_HLKSE System Allgemein,MaintenanceObligation,18,"gesetzlich vorgeschrieben z.B. TRUE, FALSE",Cust_System,"TRUE, FALSE",,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
Description_HLKSE System Allgemein,Description,2,BTA-Nr. gemäss Kennzeichnungssystematik BTA ,,,,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,,Grundleistung,Planer (CDE oder Modell),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,,,,,,,
eBKPCode_HLKSE System Allgemein,eBKPCode,6,"2. Stufe der eBKP-H/- T gemäss CRB Regelsatz (Gruppe & 2 Zahlenpaare) + Bezeichnung Element (Nur auf Anlage bezogen, Komponenten können auch in andern eBKP-H Nummern verortet sein) z.B. E03.04: Sonnenschutz, Wetterschutz",Cust_System,^[A-Z]\d{2}\.\d{2}$,,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,,Grundleistung,Planer (CDE oder Modell),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,,,,,,,
Manufacturer_HLKSE Bauteil Typ,Manufacturer,1102,"Name des Herstellers. z.B. ""Mustermann AG""
",Pset_ManufacturerTypeInformation,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil Typ,HLKSE Elektroplanung,Identifizieren von verbauten Produkten,Grundleistung,Planer (CDE oder Modell),34.0,HLKSE Bauteil Typ,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_HLKSE Bauteil Typ,Manufacturer_HLKSE Bauteil Typ,SerialNumber_HLKSE Bauteil Typ,ModelLabel_HLKSE Bauteil Typ,ModelReference_HLKSE Bauteil Typ",HLKSE Elektroplanung,,M HLKSE-EL,14.5,18.0,,,,,,1.0
Status_HLKSE Bauteil/Elemente/Komponenten (Allgemein),Status,1708,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset*Common,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil/Elemente/Komponenten (Allgemein),HLKSE Elektroplanung,"und Neubauarbeiten für die Qualitätssicherung""",Grundleistung,Planer (CDE oder Modell),35.0,HLKSE Bauteil/Elemente/Komponenten (Allgemein),,"Diese Vorgaben für nicht näher spezifizierte Elemente sind Richtlinien. Die exakte Einhaltung wird nicht streng geprüft. Ziel ist ein guter Datenaustausch zwischen Disziplinen durch möglichst standardkonforme Arbeit.- Jedes Bauteil im HLKSE / TGA Modell muss für eine Geometrische Koordination ausreichend genau modelliert sein und dem passenden System / Anlage zugeordnet sein.
- Wählen Sie den grösst möglichen geometrischen Abstraktionsgrad für die Modellierung. z.B. keine Schrauben und Details sondern ein Platzhalterelement, welches die Position und Grösse für eine Koordination definiert.",Geschoss / Stockwerk,"Status_HLKSE Bauteil/Elemente/Komponenten (Allgemein),Name_HLKSE Bauteil/Elemente/Komponenten (Allgemein)",HLKSE Elektroplanung,,M HLKSE-EL,14.5,,,,,,,
AcquisitionDate_HLKSE System Allgemein,AcquisitionDate,9,Datum der Inbetriebnahme (tt.mm.jjjj). z.B. 24.01.2027,Cust_System,^(0[1-9]|[12][0-9]|3[01])\.(0[1-9]|1[0-2])\.\d{4}$,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
