AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE
PredefinedType_Bodenbeläge,PredefinedType,4.0,"Wertebereich: 
FLOORING ... Bodenbelag",,FLOORING,,,,checked,checked,checked,checked,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bodenbeläge,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Reinigung / Umgebungspflege",Grundleistung,Planer (CDE oder Modell)
PredefinedType_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),PredefinedType,4.0,"Der ""PredefinedType"" ist eine standardisierte Typisierung, welche als Investition in die Zukunft und für einen besseren Datenaustausch geführt werden soll. Zudem wird dies zur Auswertung durch den Besteller verwendet.

- DOOR ... Tür
- GATE ... Tor
- TRAPDOOR ... Revisionsöffnung",,"DOOR, GATE, TRAPDOOR",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM)",Grundleistung,Planer (CDE oder Modell)
PredefinedTyp_Parkplatz,PredefinedTyp,4.0,"Standard IFC ""PredefinedType"" Wert: 

- PARKING ... Parkplatz",,PARKING,,IfcSpaceTypeEnum ,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Parkplatz,Architektur Gesamtmodell inkl. Räumen,"Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen von SIA416 Volumenkennwerten,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm",Grundleistung,Planer (CDE oder Modell)
DescriptionLong_HLKSE System Allgemein,DescriptionLong,4.0,"Freitext, Langtext maximal 40 Zeichen z.B. Brandmeldeanlage des Hauptlagers",Cust_System,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",,Grundleistung,Planer (CDE oder Modell)
PredefinedType_Abhangdecken,PredefinedType,4.0,"Wertebereich:
- CEILING ... Abhangdecke",,CEILING,,,,checked,checked,checked,checked,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Abhangdecken,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Reinigung / Umgebungspflege",Grundleistung,Planer (CDE oder Modell)
PredefinedType_Wand / Raumtrennungen,PredefinedType,4.0,"Gibt an um welchen Wandtypen es sich handelt.

- PLUMBINGWALL ... Vorsatzschale
- SHEAR ... Aussteifungswand
- MOVABLE ... Bewegliche Trennwand
- STANDARD ... Alle anderen Wände",,,,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Wand / Raumtrennungen,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
Type_HLKSE System Allgemein,Type,5.0,"Anlageart gemäss CRB Regelsatz,[Elementbezeichnung]
DFK = A  z.B. Brandmeldeanlage",Cust_System,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",,Grundleistung,Planer (CDE oder Modell)
OperationType_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),OperationType,6.0,"Der ""OperationType"" ist eine standardisierte Typisierung, welche als Investition in die Zukunft und für einen besseren Datenaustausch geführt werden soll. Zudem wird dies zur Auswertung durch den Besteller verwendet.

SINGLE_SWING_LEFT ... Einflügelig Schwingen Links
SINGLE_SWING_RIGHT ... Einflügelig Schwingen Rechts
DOUBLE_DOOR_SINGLE_SWING ... Doppeltür Einflügelig Schwingen
DOUBLE_DOOR_SINGLE_SWING_OPPOSITE_LEFT ... Doppeltür Einflügelig Schwingen Gegenüber Links
DOUBLE_DOOR_SINGLE_SWING_OPPOSITE_RIGHT ... Doppeltür Einflügelig Schwingen Gegenüber Rechts
DOUBLE_SWING_LEFT ... Doppelt Schwingen Links
DOUBLE_SWING_RIGHT ... Doppelt Schwingen Rechts
DOUBLE_DOOR_DOUBLE_SWING ... Doppeltür Doppelt Schwingen
SLIDING_TO_LEFT ... Schieben Nach Links
SLIDING_TO_RIGHT ... Schieben Nach Rechts
DOUBLE_DOOR_SLIDING ... Doppeltür Schieben
FOLDING_TO_LEFT ... Falten Nach Links
FOLDING_TO_RIGHT ... Falten Nach Rechts
DOUBLE_DOOR_FOLDING ... Doppeltür Falten
REVOLVING ... Drehtür
ROLLINGUP ... Aufrollen
SWING_FIXED_LEFT ... Schwingen Fest Links
SWING_FIXED_RIGHT ... Schwingen Fest Rechts
USERDEFINED ... Benutzerdefiniert
",,"SINGLE_SWING_LEFT, SINGLE_SWING_RIGHT, DOUBLE_DOOR_SINGLE_SWING, DOUBLE_DOOR_SINGLE_SWING_OPPOSITE_LEFT, DOUBLE_DOOR_SINGLE_SWING_OPPOSITE_RIGHT, DOUBLE_SWING_LEFT, DOUBLE_SWING_RIGHT, DOUBLE_DOOR_DOUBLE_SWING, SLIDING_TO_LEFT, SLIDING_TO_RIGHT, DOUBLE_DOOR_SLIDING, FOLDING_TO_LEFT, FOLDING_TO_RIGHT, DOUBLE_DOOR_FOLDING, REVOLVING, ROLLINGUP, SWING_FIXED_LEFT, SWING_FIXED_RIGHT, USERDEFINED",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM)",Grundleistung,Planer (CDE oder Modell)
eBKPCode_HLKSE System Allgemein,eBKPCode,6.0,"2. Stufe der eBKP-H/- T gemäss CRB Regelsatz (Gruppe & 2 Zahlenpaare) + Bezeichnung Element (Nur auf Anlage bezogen, Komponenten können auch in andern eBKP-H Nummern verortet sein) z.B. E03.04: Sonnenschutz, Wetterschutz",Cust_System,^[A-Z]\d{2}\.\d{2}$,,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",,Grundleistung,Planer (CDE oder Modell)
Phase_Projekt,Phase,7.0,Phasenbezeichnung gmäss SIA z.B. 21 Machbarkeitsstudie,,"11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Projekt,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente,HLKSE Heizung-Kälte,Architektur Gebäudevolumen,Architektur Geschossfläche,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,Bauingenieur Tragwerk inkl. Sperrzonen,Landschaftsarchitektur,Spezialist Sicherheitsplanung,Bauingenieur Baugrube,Fassadenplanung,Bauingenieur Sperrzonen,Bauingenieur Holzbau,Bauingenieur Stahlbau,Bauingenieur Tiefbau & Werkleitungen,HLKSE Aussparungen,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung","Datenübergabe in Bewirtschaftung BBL,Wartung / Inspektion (OM),Projektstart mit BIM,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen von SIA416 Volumenkennwerten,Visualisieren & Verwalten von Lastenanforderungen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Inventar,Beschaffung (PM/OM),Reinigung / Umgebungspflege,Zählen von Parkplätzen,Berechnen der Energiebezugsfläche",Grundleistung,Planer (CDE oder Modell)
EnergySource_HLKSE System Allgemein,EnergySource,7.0,,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
Supplier_HLKSE System Allgemein,Supplier,8.0,Lieferant z.B. info@musterunternehmen.swiss,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
AcquisitionDate_HLKSE System Allgemein,AcquisitionDate,9.0,Datum der Inbetriebnahme (tt.mm.jjjj). z.B. 24.01.2027,Cust_System,^(0[1-9]|[12][0-9]|3[01])\.(0[1-9]|1[0-2])\.\d{4}$,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
WarrantyStartDate_HLKSE System Allgemein,WarrantyStartDate,10.0,Datum des Garantiebeginns (tt.mm.jjjj). z.B. 24.01.2027,Cust_System,^(0[1-9]|[12][0-9]|3[01])\.(0[1-9]|1[0-2])\.\d{4}$,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
WarrantyEndDate_HLKSE System Allgemein,WarrantyEndDate,11.0,Datum des Garantieendes (tt.mm.jjjj). z.B. 24.01.2027,Cust_System,^(0[1-9]|[12][0-9]|3[01])\.(0[1-9]|1[0-2])\.\d{4}$,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
SpaceID_HLKSE System Allgemein,SpaceID,12.0,"Angabe Raumnummer (IfcSpace.Name) des Standortes der Hauptkomponente der Anlage (z.B. Monoblock, Bedienstelle, Ölbrenner Heizung etc) z.B. 123",Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
Model_Typ_HLKSE System Allgemein,Model_Typ,13.0,Modell_Typ z.B. Solution F1-6,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
PointOfContact_HLKSE System Allgemein,PointOfContact,14.0,Angabe ID der Servicefirma z.B. BSW BEISPIEL AG,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
WarrantyIdentifier_HLKSE System Allgemein,WarrantyIdentifier,15.0,Angabe der ID Vertrag / Vertragsentwurf z.B. Vertragsnummer123456,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
PredefinedType_HLKSE System Allgemein,PredefinedType,15.0,,,"AIRCONDITIONING, AUDIOVISUAL, CHEMICAL, CHILLEDWATER, COMMUNICATION, COMPRESSEDAIR, CONDENSERWATER, CONTROL, CONVEYING, DATA, DISPOSAL, DOMESTICCOLDWATER, DOMESTICHOTWATER, DRAINAGE, EARTHING, ELECTRICAL, ELECTROACOUSTIC, EXHAUST, FIREPROTECTION, FUEL, GAS, HAZARDOUS, HEATING, LIGHTING, LIGHTNINGPROTECTION, MUNICIPALSOLIDWASTE, OIL, OPERATIONAL, POWERGENERATION, RAINWATER, REFRIGERATION, SECURITY, SEWAGE, SIGNAL, STORMWATER, TELEPHONE, TV, VACUUM, VENT, VENTILATION, WASTEWATER, WATERSUPPLY, USERDEFINED",,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
ServiceLifeDuration_HLKSE System Allgemein,ServiceLifeDuration,16.0,Nutzungsende erwartet (Jahre) z.B. 15,Cust_System,"^\d{1,2}$",,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
Fachbereich_HLKSE System Allgemein,Fachbereich,17.0, z.B. Brandschutz,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
MaintenanceObligation_HLKSE System Allgemein,MaintenanceObligation,18.0,"gesetzlich vorgeschrieben z.B. TRUE, FALSE",Cust_System,"TRUE, FALSE",,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
MaintenanceInterval_HLKSE System Allgemein,MaintenanceInterval,19.0,empfohlene Wartungen alle x Jahre z.B. 5,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
InspectionObligation_HLKSE System Allgemein,InspectionObligation,20.0, z.B. ja,Cust_System,"TRUE, FALSE",,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
InspectionInterval_HLKSE System Allgemein,InspectionInterval,21.0, z.B. 1,Cust_System,"^\d{1,2}$",,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,"HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Heizung-Kälte,HLKSE Lüftung-Klima,HLKSE Gebäudeautomation,HLKSE Sanitärplanung,HLKSE Sprinklerplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE)
AdressNumber_Gebäude / Bauwerke,AdressNumber,100.0,Amtliche Haus-Nr. (Adresse),Cust_Building,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
InsuranceNumber_Gebäude / Bauwerke,InsuranceNumber,101.0,Amtliche Gebäude-Nr. (Versicherungs-Nr.),Cust_Building,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
RiskLevel_Gebäude / Bauwerke,RiskLevel,101.0,"Klassifikation gemäss BBL, Werte 1-4",Cust_Building,"1, 2, 3, 4",,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
Floormaterial_Bodenbeläge,Floormaterial,200.0,"Bezeichnung des Bodenbelagsmaterial nach Standard des Bewirtschaftungssystems.

- Materialien mit BB am Anfang sind für den Innenbereich vorgesehen.
- Materialien mit AB sind für den Aussenbereich vorgesehen.
",Cust_Element,"BB01: unbekannt, BB10: Textile Bodenbeläge, BB20: Kunststoffbeläge und Linoleum, BB30: Guss-(Asphalt) und Gummiböden, BB40: Parkett, Korkparkett, BB50: Stein- und Zementböden (rauh), BB60: Stein- und Plattenböden (poliert), BB70: Steinholz (Holzzement), Klinker und Tonplatten unglasiert, BB80: Waschbeton, BB90: Noppen- und Pastillenbeläge, BB91: Holzriemenboden, BB92: Naturboden, BB95: Gitterrost, BB96: Riffelblech, BB97: Spanplatte, BB98: Glas, BB99: Sonstige",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bodenbeläge,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Reinigung / Umgebungspflege",Grundleistung,Planer (CDE oder Modell)
Floormaterial_Aussenoberflächen,Floormaterial,201.0,"Bezeichnung des Bodenbelagsmaterial nach Standard des Bewirtschaftungssystems.

- Materialien mit BB am Anfang sind für den Innenbereich vorgesehen.
- Materialien mit AB sind für den Aussenbereich vorgesehen.
",Cust_Element,"AB01: unbekannt, AB10: Asphalt, AB11: Beton, Zement allgemein, AB12: Kies/Split/Naturweg, AB20: Plästerung allgemein, AB21: Platten allgemein, AB30: Gitterrost, AB40: Holz allgemein, AB50: Begrünt allgemein, AB51: Rasengittersteine, AB60: Wasser allgemein, AB99: Sonstige",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Aussenoberflächen,Landschaftsarchitektur,"Datenübergabe in Bewirtschaftung BBL,Reinigung / Umgebungspflege",Grundleistung,Planer (CDE oder Modell)
